wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J130048.43+074647.2,13 00 48.43,07 46 47.07,DAZ:,6815.0,7.031,0.202,,0.6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.811503992,552.03,H,
SDSS J130115.85+080507.1,13 01 15.85,08 05 07.02,DAZ:,6667.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870102339,1149.29,,
SDSS J130212.84+080043.8,13 02 12.84,08 00 43.86,DAZ:,7428.0,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.069956012,934.62,,
SDSS J130235.61+145353.7,13 02 35.60,14 53 53.67,DAZ:,6907.0,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093399691,10706.67,,
SDSS J130439.06+561642.1,13 04 39.09,56 16 41.38,DAZ:,7298.0,7.927,0.55,,1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.349839222,186.92,H,
SDSS J130620.12+492456.4,13 06 20.10,49 24 56.06,DAZ:,7264.0,7.801,0.481,,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.189735471,192.69,H,
SDSS J131242.89+441519.4,13 12 42.92,44 15 18.69,DAZ,8808.0,8.055,0.63,,0.9077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.043882317,247.29,H,
SDSS J131248.47+270828.7,13 12 48.47,27 08 28.77,DAZ,6947.0,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.662487741,,,
SDSS J131310.96+071050.5,13 13 10.95,07 10 50.50,DAZ:,7099.0,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.270467491,,,
SDSS J131322.50+180629.4,13 13 22.50,18 06 29.46,DAZ,7082.0,5.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658877555,1517.73,,
SDSS J131919.23+152301.2,13 19 19.23,15 23 01.14,DAZ:,7212.0,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09434999,10598.84,,
SDSS J131927.30+133316.2,13 19 27.30,13 33 16.17,DAZ,7446.0,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37812017,2644.66,,
SDSS J132233.44+320446.5,13 22 33.45,32 04 46.14,DAZ:,8103.0,8.491,0.911,,2.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.884852578,204.71,H,
SDSS J132600.56+542143.6,13 26 00.52,54 21 43.87,DAZ:,8132.0,7.839,0.504,,0.8296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.311345516,188.28,H,
SDSS J132603.70+024700.7,13 26 03.69,02 47 00.72,DAZ,6997.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649057657,1540.70,,
SDSS J132715.72+080056.1,13 27 15.74,08 00 54.86,DAZ,11253.0,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751482404,129.01,,
SDSS J132802.58+095111.8,13 28 02.58,09 51 11.78,DAZ:,6597.0,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023385445,14438.08,,
SDSS J133038.01+184606.0,13 30 38.02,18 46 06.07,DAZ:,6848.0,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827191125,1208.91,,
SDSS J133048.46+394901.4,13 30 48.48,39 49 01.21,DAZ:,6902.0,7.959,0.567,,1.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.819888049,127.88,H,
SDSS J133321.38+274648.5,13 33 21.38,27 46 48.61,DAZ:,6785.0,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.457924125,,,
SDSS J133323.19+422524.1,13 33 23.25,42 25 23.88,DAZ,6792.0,8.487,0.906,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95716327,100.43,H,
SDSS J133414.26+252535.3,13 34 14.27,25 25 35.36,DAZ:,6883.0,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038049548,3108.35,,
SDSS J133613.25+260043.3,13 36 13.28,26 00 43.41,DAZ:,6390.0,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149917985,6670.31,,
SDSS J134219.18+132202.8,13 42 19.19,13 22 02.91,DAZ,8192.0,5.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709110981,1410.22,,
SDSS J134321.84+235634.5,13 43 21.84,23 56 34.39,DAZ,6564.0,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058504386,3762.32,,
SDSS J134437.44+610529.4,13 44 37.39,61 05 29.36,DAZ,7643.0,8.005,0.597,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71976513,268.83,H,
SDSS J134856.00+364617.5,13 48 55.97,36 46 17.94,DAZ,7653.0,8.125,0.671,,1.51,,,,,,,,,,,,,,,,,,,,,-8.17,,,,,,,,,,,,,,,,,,,,4.856092858,205.93,H,
SDSS J134935.99+084657.0,13 49 35.99,08 46 57.05,DAZ,8496.0,5.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.040024306,961.52,,
SDSS J135524.64+245215.7,13 55 24.64,24 52 15.65,DAZ:,6832.0,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781453054,1279.67,,
SDSS J140308.68+432001.9,14 03 08.68,43 20 01.90,DAZ,6747.0,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522020314,1915.63,,
SDSS J140330.31+262302.4,14 03 30.32,26 23 02.51,DAZ:,6552.0,6.046,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85058901,1175.66,H,
SDSS J140341.01+230348.9,14 03 41.01,23 03 48.91,DAZ:,8309.0,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.233447185,,,
SDSS J140341.39+255137.6,14 03 41.39,25 51 37.59,DAZ,7151.0,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.342121687,,,
SDSS J140428.64+134929.4,14 04 28.56,13 49 28.17,DAZ,5730.0,8.075,0.632,,3.23,,,,,,,,,,,,,,,,,,,,-10.247,,,,,,,,,,,,,,,,,,,,,10.06909527,99.31,H,
SDSS J140503.52+282950.9,14 05 03.51,28 29 50.84,DAZ:,6764.0,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256783745,,,
SDSS J140514.28+173635.4,14 05 14.28,17 36 35.46,DAZ:,7422.0,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.169451553,2101.98,,
SDSS J140516.68+283625.3,14 05 16.67,28 36 25.36,DAZ:,6747.0,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323823067,3088.11,,
SDSS J140719.44+252915.2,14 07 19.44,25 29 15.26,DAZ:,6982.0,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.033737741,491.71,,
SDSS J140821.48+312427.2,14 08 21.48,31 24 27.24,DAZ,7270.0,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012525063,,,
SDSS J140931.02+274103.5,14 09 31.01,27 41 03.54,DAZ:,6727.0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174528081,5729.74,,
SDSS J141029.52+231433.7,14 10 29.52,23 14 33.78,DAZ:,6852.0,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.569513404,,,
SDSS J141518.64+315551.0,14 15 18.65,31 55 51.02,DAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6166,382.18,,
SDSS J141543.49+171742.7,14 15 43.49,17 17 42.81,DAZ:,7286.0,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.699381549,,,
SDSS J141728.19+483500.4,14 17 28.17,48 35 00.60,DAZ:,7120.0,7.506,0.346,,0.8323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.117464931,320.77,H,
SDSS J141820.83+253147.7,14 18 20.83,25 31 47.68,DAZ,6946.0,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.315392112,,,
SDSS J142051.82+140126.1,14 20 51.81,14 01 26.06,DAZ:,7298.0,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012419959,987.73,,
SDSS J142158.30+520401.1,14 21 58.29,52 04 00.87,DAZ:,16240.0,7.95,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J142242.42+593802.0,14 22 42.32,59 38 02.48,DAZ,7518.0,8.191,0.712,,1.77,,,,,,,,,,,,,,,,,,,,,-7.85,,,,,,,,,,,,,,,,,,,,5.801467238,172.37,H,
SDSS J142416.22+153049.2,14 24 16.22,15 30 49.19,DAZ:,7258.0,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.149881671,,,
SDSS J142651.37+151729.1,14 26 51.36,15 17 29.08,DAZ:,6794.0,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878666563,1138.09,,
SDSS J142756.59+251628.5,14 27 56.58,25 16 28.45,DAZ,6651.0,5.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431076765,2319.77,,
SDSS J143032.55+092131.9,14 30 32.55,09 21 31.95,DAZ:,7229.0,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72923048,1371.31,,
SDSS J143412.21+121133.7,14 34 12.21,12 11 33.62,DAZ,7719.0,5.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.626473236,1596.24,,
SDSS J143521.46+275932.5,14 35 21.46,27 59 32.44,DAZ,6651.0,5.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.686142401,1457.42,,
SDSS J143631.21+252030.5,14 36 31.21,25 20 30.50,DAZ:,6900.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.982825689,335.25,,
SDSS J143903.72+284426.3,14 39 03.72,28 44 26.26,DAZ:,6631.0,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078792124,2074.08,,
SDSS J143939.57+094526.1,14 39 39.57,09 45 26.18,DAZ:,7653.0,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.234765702,,,
SDSS J144038.63+195804.7,14 40 38.63,19 58 04.68,DAZ:,8089.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182103061,,,
SDSS J145121.73-023840.2,14 51 21.73,-02 38 40.36,DAZ:,6002.0,8.0,0.59508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.384812159,,,
SDSS J145208.21+134654.5,14 52 08.20,13 46 54.49,DAZ:,7116.0,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023935782,41778.46,,
SDSS J145317.05+245657.9,14 53 17.05,24 56 57.85,DAZ:,6874.0,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222578511,4492.80,,
SDSS J145635.38+255202.3,14 56 35.38,25 52 02.32,DAZ:,6930.0,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531033186,1883.12,,
SDSS J145648.83-005613.4,14 56 48.83,-00 56 13.51,DAZ,8690.0,5.1370000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07162865,13960.89,,
SDSS J145930.64+012114.5,14 59 30.65,01 21 14.59,DAZ,8418.0,5.053999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205156334,4874.33,,
SDSS J150032.31-011404.8,15 00 32.32,-01 14 04.94,DAZ,8739.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068580703,14581.36,,
SDSS J150229.33+162044.0,15 02 29.33,16 20 44.04,DAZ:,7414.0,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J150733.03+190136.6,15 07 33.03,19 01 36.60,DAZ:,6310.0,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.602292167,,,
SDSS J151230.88+383101.1,15 12 30.88,38 31 01.10,DAZ,6603.0,6.497,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.422854712,702.81,H,
SDSS J151347.38+274015.1,15 13 47.38,27 40 15.07,DAZ:,6300.0,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36635948,2729.56,,
SDSS J151440.41+514530.9,15 14 40.42,51 45 30.26,DAZ:,7857.0,7.114,0.2269999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53972693,180.51,,
SDSS J151552.65+130757.7,15 15 52.65,13 07 57.78,DAZ:,7520.0,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051653247,1469.90,,
SDSS J151934.58+192713.2,15 19 34.59,19 27 13.18,DAZ,7016.0,5.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026833818,37266.41,,
SDSS J152350.98+545353.2,15 23 51.00,54 53 53.25,DAZ:,7595.0,7.629,0.4,,0.7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.861994603,258.93,H,
SDSS J152701.08+363625.5,15 27 01.08,36 36 25.53,DAZ,6555.0,5.297999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673668654,1484.41,,
SDSS J153026.10+080027.9,15 30 26.11,08 00 27.63,DAZ,10537.0,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.103105085,123.41,,
SDSS J153758.44+540029.1,15 37 58.44,54 00 28.85,DAZ:,6658.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.709753376,584.88,,
SDSS J153759.26+175934.8,15 37 59.26,17 59 34.82,DAZ,8217.0,5.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487000697,2053.39,,
SDSS J153824.90+115113.2,15 38 24.87,11 51 13.28,DAZ,11650.0,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.159605518,240.41,,
SDSS J154114.17+044305.2,15 41 14.19,04 43 05.11,DAZ:,6321.0,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568602052,1758.70,,
SDSS J155236.49+410641.1,15 52 36.48,41 06 41.14,DAZ:,7316.0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37035496,,,
SDSS J155436.98+610850.4,15 54 36.99,61 08 50.30,DAZ:,7465.0,7.071000000000001,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.144539017,466.30,,
SDSS J155450.88+385929.7,15 54 50.88,38 59 29.68,DAZ,7138.0,6.047000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929488982,1075.86,,
SDSS J155557.17+153600.9,15 55 57.17,15 36 00.89,DAZ,7069.0,5.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.383414836,,,
SDSS J155609.41+170005.9,15 56 09.41,17 00 05.94,DAZ,7523.0,6.1370000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220529421,4534.54,,
SDSS J155843.17+265424.1,15 58 43.16,26 54 24.17,DAZ,7885.0,5.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023182012,43136.89,,
SDSS J160151.44+433208.2,16 01 51.44,43 32 08.26,DAZ:,21483.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061182208,,,
SDSS J160320.00+142851.8,16 03 20.00,14 28 51.84,DAZ,6198.0,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320922774,3116.01,,
SDSS J160344.76+421248.0,16 03 44.76,42 12 47.98,DAZ:,6974.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.276947809,,,
SDSS J160413.64+603352.6,16 04 13.65,60 33 52.85,DAZ:,6993.0,7.474,0.333,,0.8467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.128633866,242.21,H,
SDSS J160415.95+055823.3,16 04 15.95,05 58 23.30,DAZ,7972.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19297348,,,
SDSS J160706.55+524740.9,16 07 06.62,52 47 40.77,DAZ,7086.0,7.742,0.45,,1.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.766653488,209.79,H,
SDSS J160731.21+444247.8,16 07 31.20,44 42 47.87,DAZ,13281.0,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073121636,325.40,,
SDSS J160829.49+162626.3,16 08 29.49,16 26 26.24,DAZ,7123.0,5.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076121759,,,
SDSS J160944.71+355205.4,16 09 44.71,35 52 05.35,DAZ,6633.0,5.252000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06968533,14350.22,,
SDSS J161041.89+510027.9,16 10 41.88,51 00 27.71,DAZH+M,21649.0,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.292750999,,,
SDSS J161226.28+140207.4,16 12 26.28,14 02 07.37,DAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9551,338.40,,
SDSS J162125.75+425620.8,16 21 25.76,42 56 20.71,DAZ:,7145.0,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429449346,2328.56,,
SDSS J162502.10+372454.1,16 25 02.10,37 24 54.01,DAZ,6795.0,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194121031,5151.43,,
SDSS J162648.15+162530.0,16 26 48.15,16 25 29.96,DAZ,7595.0,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662144393,1510.24,,
SDSS J162702.53+200010.2,16 27 02.52,20 00 10.15,DAZ:,12489.0,8.325,0.809,,0.5464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.025063821,493.81,H,
SDSS J162809.84+391936.7,16 28 09.84,39 19 36.61,DAZ,7190.0,5.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.229067377,,,
SDSS J163217.57+140242.3,16 32 17.56,14 02 42.11,DAZ,6954.0,5.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556331797,1797.49,,
SDSS J163450.81+132434.0,16 34 50.81,13 24 33.89,DAZ:,13747.0,8.027,0.626,,0.2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.003104626,499.23,H,
SDSS J163619.61+143729.9,16 36 19.61,14 37 29.90,DAZ,6305.0,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340645025,2935.61,,
SDSS J163723.30+535752.0,16 37 23.31,53 57 51.99,DAZ,11691.0,8.33,0.811,,0.6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.720901873,268.75,H,
SDSS J163753.00+380957.0,16 37 53.00,38 09 56.91,DAZ,6573.0,5.252000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057038171,17532.12,,
SDSS J163824.68+121027.8,16 38 24.68,12 10 27.81,DAZ,17818.0,8.515,0.939,,0.2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.743116721,573.69,H,
SDSS J163902.54+142155.3,16 39 02.54,14 21 55.26,DAZ,6305.0,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037428428,26717.66,,
SDSS J163944.47+311432.8,16 39 44.46,31 14 32.78,DAZ,6453.0,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119031005,8401.17,,
SDSS J164539.75+305931.6,16 45 39.73,30 59 31.53,DAZ,7193.0,8.196,0.698,,2.1,,,,,,,,,,,,,,,,,,,,,-7.66,,,,,,,,,,,,,,,,,,,,10.94908037,91.33,H,13.25
SDSS J165153.17+420345.1,16 51 53.18,42 03 45.09,DAZ:,6439.0,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060770809,16455.27,,
SDSS J165308.56+321157.7,16 53 08.55,32 11 57.85,DAZ,93333.0,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179480779,5571.63,,
SDSS J171901.87+415837.2,17 19 01.83,41 58 33.71,DAZ,6354.0,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689221246,1450.91,,
SDSS J185040.71+200056.2,18 50 40.70,20 00 56.10,DAZH,13722.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137750509,7259.50,,
SDSS J202701.18+133421.0,20 27 01.18,13 34 20.88,DAZ:,23353.0,7.661,0.466,,0.02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74824741,363.87,H,
SDSS J204044.86+135627.7,20 40 44.86,13 56 27.77,DAZ:,6301.0,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51923047,1925.93,,
SDSS J205258.26-053019.7,20 52 58.31,-05 30 19.86,DAZ+M,6466.0,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027801023,35969.90,,
SDSS J211033.48-031746.4,21 10 33.48,-03 17 46.52,DAZ:,6303.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124878869,8007.76,,
SDSS J211743.07+070715.1,21 17 43.07,07 07 14.98,DAZ:,6300.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205428966,4867.86,,
SDSS J211823.73+015514.9,21 18 23.73,01 55 14.92,DAZ,8005.0,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013733188,1014.24,,
SDSS J213905.34+053818.4,21 39 05.35,05 38 18.29,DAZ,10159.0,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.551742992,132.42,,
SDSS J215419.13+264434.3,21 54 19.13,26 44 34.26,DAZ,7034.0,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158059554,,,
SDSS J215823.65+105451.6,21 58 23.65,10 54 51.74,DAZ:,6308.0,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305519463,,,
SDSS J221048.79+220345.5,22 10 48.79,22 03 45.45,DAZ,7943.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119099107,8396.37,,
SDSS J222215.73+021929.5,22 22 15.73,02 19 29.38,DAZ:,6300.0,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.440909769,2268.04,,
SDSS J222218.28+031322.1,22 22 18.28,03 13 22.08,DAZ:,6865.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165723001,,,
SDSS J223746.42+244720.0,22 37 46.42,24 47 20.09,DAZ:,7778.0,7.174,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.231440899,,,
SDSS J224140.58+000030.7,22 41 40.58,00 00 30.39,DAZ,13527.0,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085470785,921.26,,
SDSS J224748.35+215946.1,22 47 48.37,21 59 46.09,DAZ:,6300.0,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372374573,2685.47,,
SDSS J225339.74-005058.1,22 53 39.85,-00 50 58.56,DAZ,6266.0,8.581,0.966,,4.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.077183355,123.81,H,
SDSS J230929.53+250455.6,23 09 29.53,25 04 55.40,DAZ,13778.0,8.07,0.651,,0.2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170916103,193.39,H,
SDSS J230945.92-005004.9,23 09 45.92,-00 50 04.97,DAZ,6429.0,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836151006,1195.96,,
SDSS J231413.50+233509.0,23 14 13.54,23 35 09.19,DAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5366,180.62,,
SDSS J231413.97-015123.1,23 14 13.97,-01 51 23.36,DAZ:,6348.0,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231267963,4323.99,,
