wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J110504.81+045745.4,11 05 04.81,04 57 45.23,DZ,6782.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-10.245,,,,,,,,,,,,,,,,,,,,,0.269430406,3711.53,He,
SDSS J110513.62+500652.6,11 05 13.60,50 06 52.05,DZ,7280.0,,,,1.7,,,,,,,,,-6.83,,,,,,,,,,,-8.14,,,,,,,,,,,-6.93,,,,,,,,,,5.024130623,199.04,He,
SDSS J110550.98+194938.7,11 05 59.07,19 49 12.56,DZ,6616.0,8.0,,,0.0,<-3.5285,,,,,,,,,,,,,,,,,,,-10.1307,,,,,,,,,,,,,,,,,,,,,1.6173,618.31,He,
SDSS J110556.17+022849.0,11 05 56.22,02 28 48.43,DZ,5842.0,8.0,,,0.0,<-3.0,,,,,,,,-7.6,,,,,,,,,,,-9.1,,,,,,,,,,,-8.0,,,,,,,,,,5.431025958,184.13,He,
SDSS J110608.27+010451.7,11 06 08.24,01 04 51.33,DZ,6989.0,8.1526,0.6696,,2.09,<-3.7723,,,,,,,,,,,,,,,,,,,-11.2681,,,,,,,,,,,,,,,,,,,,,6.390944602,156.47,He,
SDSS J110644.27+673708.6,11 06 44.15,67 37 08.72,DZ,6400.0,8.0,,,2.6,,,,,,,-9.36,,-6.87,,,,,,,,,,,-7.88,,,,,,,,,,,-7.67,,,,,,,,,,6.544945147,152.79,He,
SDSS J110836.29+303304.6,11 08 36.26,30 33 04.47,DZ,6530.0,7.9964,0.5711,,1.84,<-3.4365,,,,,,,,,,,,,,,,,,,-10.3741,,,,,,,,,,,,,,,,,,,,,5.587499998,178.97,He,
SDSS J110930.19+211241.0,11 09 30.15,21 12 40.92,DZ,6684.0,8.0,,,0.0,<-3.604,,,,,,,,,,,,,,,,,,,-10.8303,,,,,,,,,,,,,,,,,,,,,2.97993624,335.58,He,
SDSS J111215.06+070052.4,11 12 15.07,07 00 51.59,DZ,6891.0,7.867,0.497,,1.3,<-3.7961,,,,,,-8.76,,-7.6,,,,,,,,,,,-9.7,,,,,,,,,,,-8.5,,,,,,,,,,6.17745126,161.88,He,
SDSS J111330.27+275131.4,11 13 30.23,27 51 31.46,DZ,6180.0,8.0,,,2.9,,,,,,,-9.2,,-7.41,,,,,,,,,,,-8.42,,,,,,,,,,,-7.51,,,,,,,,,,5.446226697,183.61,He,
SDSS J111349.33+222842.9,11 13 49.34,22 28 42.75,DZ,6631.0,8.0,,,0.0,<-3.5459,,,,,,,,,,,,,,,,,,,-10.7574,,,,,,,,,,,,,,,,,,,,,5.58174625,179.16,He,
SDSS J111350.59+455051.2,11 13 50.63,45 50 50.67,DZ,9836.0,8.0871,0.6329,,0.74,<-5.8486,,,,,,,,,,,,,,,,,,,-10.7606,,,,,,,,,,,,,,,,,,,,,7.460198174,134.04,He,
SDSS J111403.74-000424.5,11 14 03.75,-00 04 24.67,DZ,8812.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-7.986000000000001,,,,,,,,,,,,,,,,,,,,,3.415667325,292.77,He,
SDSS J111409.30+295730.3,11 14 09.29,29 57 29.54,DZ,6689.0,8.0,,,0.0,<-3.61,,,,,,,,,,,,,,,,,,,-9.9542,,,,,,,,,,,,,,,,,,,,,5.441668106,183.77,He,
SDSS J111549.85+172056.8,11 15 49.85,17 20 56.87,DZ,8112.0,8.0,,,0.0,<-4.7957,,,,,,,,,,,,,,,,,,,-10.4452,,,,,,,,,,,,,,,,,,,,,,433.196,He,
SDSS J111733.31+082605.3,11 17 33.31,08 26 05.39,DZ,8657.0,8.0,,,0.0,<-5.3655,,,,,,,,,,,,,,,,,,,-9.927,,,,,,,,,,,,,,,,,,,,,,412.0051,He,
SDSS J111741.76+331121.1,11 17 41.73,33 11 20.85,DZ,7918.0,8.3208,0.7819,,2.06,<-4.2117,,,,,,,,,,,,,,,,,,,-9.708,,,,,,,,,,,,,,,,,,,,,3.593347037,278.29,He,
SDSS J111817.14+083801.9,11 18 17.14,08 38 01.92,DZ,9058.0,8.0,,,0.0,<-5.5859,,,,,,,,,,,,,,,,,,,-9.3972,,,,,,,,,,,,,,,,,,,,,,468.7033,He,
SDSS J112125.75+141713.6,11 21 25.75,14 17 12.57,DZA,8921.0,8.0433,0.6042,,0.891,-3.7081,,,,,,,,,,,,,,,,,,,-11.1295,,,,,,,,,,,,,,,,,,,,,5.848850051,170.97,He,
SDSS J112144.65+390704.7,11 21 44.59,39 07 04.90,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3618,229.26,,
SDSS J112320.76+302634.3,11 23 20.77,30 26 33.71,DZ,9215.0,8.0,,,0.0,<-5.6919,,,,,,,,,,,,,,,,,,,-9.147,,,,,,,,,,,,,,,,,,,,,3.720588382,268.77,He,
SDSS J112505.92+285311.0,11 25 05.88,28 53 10.72,DZ,10952.0,8.3184,0.7842,,0.792,<-5.8876,,,,,,,,,,,,,,,,,,,-9.1029,,,,,,,,,,,,,,,,,,,,,3.983488672,251.04,He,
SDSS J112544.76+382316.0,11 25 44.62,38 23 15.57,DZ,10437.0,8.1694,0.6859,,0.719,<-5.885,,,,,,,,,,,,,,,,,,,-8.1693,,,,,,,,,,,,,,,,,,,,,7.580678071,131.91,He,
SDSS J112617.16+524155.1,11 26 17.03,52 41 55.22,DZA,8967.0,8.0662,0.6184,,0.91,-4.3981,,,,,,,,,,,,,,,,,,,-9.599,,,,,,,,,,,,,,,,,,,,,7.126184127,140.33,He,
SDSS J112909.12+291705.0,11 29 09.08,29 17 05.27,DZ,8346.0,7.9209,0.531,,0.9,<-5.1987,,,,,,,,,,,,,,,,,,,-10.9948,,,,,,,,,,,,,,,,,,,,,4.324257292,231.25,He,
SDSS J112956.98-015229.5,11 29 57.01,-01 52 29.72,DZA,8955.0,8.0482,0.6073,,0.889,-3.605,,,,,,,,,,,,,,,,,,,-8.594,,,,,,,,,,,,,,,,,,,,,5.000131614,199.99,He,
SDSS J113001.60+103614.8,11 30 01.62,10 36 14.53,DZ,9144.0,8.5184,0.9148,,2.0,<-5.2706,,,,,,,,,,,,,,,,,,,-8.1604,,,,,,,,,,,,,,,,,,,,,6.945666778,143.97,He,
SDSS J113146.45+231542.4,11 31 46.43,23 15 42.46,DZ,7656.0,8.0,,,0.0,<-4.2703,,,,,,,,,,,,,,,,,,,-10.8915,,,,,,,,,,,,,,,,,,,,,,353.3871,He,
SDSS J113208.77+470523.3,11 32 08.76,47 05 22.99,DZ,7553.0,7.2056,0.2328,,0.627,<-5.1439,,,,,,,,,,,,,,,,,,,-10.1723,,,,,,,,,,,,,,,,,,,,,2.918218417,342.67,He,
SDSS J113209.59+332353.0,11 32 09.60,33 23 53.32,DZ,6062.0,8.0,,,0.0,<-3.091,,,,,,-8.71,,-6.8,,,,,,,,,,,-8.3,,,,-8.7,,,-8.88,,,,-7.1,,,,,,,,,,2.724583999,367.03,He,
SDSS J113238.95+100207.9,11 32 38.90,10 02 08.02,DZ,7239.0,8.0,,,0.0,<-4.0243,,,,,,,,,,,,,,,,,,,-9.6859,,,,,,,,,,,,,,,,,,,,,,314.3556,He,
SDSS J113247.93+524503.6,11 32 47.95,52 45 03.33,DZA,7377.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,,,He,
SDSS J113256.01-010622.7,11 32 56.01,-01 06 22.98,DZ,7755.0,8.0103,0.582,,1.22,<-4.3541,,,,,,,,,,,,,,,,,,,-10.9257,,,,,,,,,,,,,,,,,,,,,2.69165319,371.52,He,
SDSS J113300.18+061037.9,11 33 00.15,06 10 37.87,DZ,10711.0,8.0488,0.6111,,0.559,<-5.9863,,,,,,,,,,,,,,,,,,,-10.0424,,,,,,,,,,,,,,,,,,,,,6.500553897,153.83,He,
SDSS J113319.76+180443.4,11 33 19.73,18 04 43.46,DZ,7780.0,7.2063,0.2343,,0.582,<-5.3602,,,,,,,,,,,,,,,,,,,-9.0392,,,,,,,,,,,,,,,,,,,,,2.880914032,347.11,He,
SDSS J113408.45+592846.1,11 34 08.31,59 28 46.62,DZ,8378.0,8.0795,0.6255,,1.1,<-5.0025,,,,,,,,,,,,,,,,,,,-10.2479,,,,,,,,,,,,,,,,,,,,,5.031788179,198.74,He,
SDSS J113410.85+154245.9,11 34 10.86,15 42 45.92,DZ,6806.0,8.0,,,0.0,<-3.7762,,,,,,-8.44,,-6.9,,,,,,,,,,,-8.5,,,,,,,,,,,-7.3,,,,,,,,,,,317.2308,He,
SDSS J113426.79+123652.5,11 34 26.70,12 36 53.04,DZ,6960.0,8.3637,0.8096,,3.26,<-3.543,,,,,,,,,,,,,,,,,,,-9.577,,,,,,,,,,,,,,,,,,,,,5.932875707,168.55,He,
SDSS J113612.16+470206.8,11 36 12.12,47 02 06.34,DZ,19025.0,7.868,0.55,,0.06163,,,,,,,,,,,,,,,,,,,,-9.392,,,,,,,,,,,,,,,,,,,,,4.282333696,233.52,He,
SDSS J113630.25+023716.7,11 36 30.27,02 37 15.99,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3876,227.92,,
SDSS J113818.90-013044.4,11 38 18.90,-01 30 44.42,DZ,5493.0,8.0,,,0.0,<-3.0006,,,,,,,,,,,,,,,,,,,-10.177,,,,,,,,,,,,,,,,,,,,,,229.4492,He,
SDSS J113912.67+623908.9,11 39 12.70,62 39 08.74,DZ,7252.0,7.8714,0.5008,,1.21,<-4.1206,,,,,,,,,,,,,,,,,,,-9.0559,,,,,,,,,,,,,,,,,,,,,2.947223001,339.30,He,
SDSS J113939.48+673737.4,11 39 39.42,67 37 37.61,DZ,6600.0,7.94,0.538,,1.66,<-3.5703,,,,,,,,,,,,,,,,,,,-10.0475,,,,,,,,,,,,,,,,,,,,,4.976708119,200.94,He,
SDSS J113953.58-013240.8,11 39 53.58,-01 32 40.85,DZ,5204.0,8.0,,,0.0,<-3.0065,,,,,,,,,,,,,,,,,,,-10.4592,,,,,,,,,,,,,,,,,,,,,,200.8102,He,
SDSS J114054.87+532827.4,11 40 54.83,53 28 27.49,DZA,9829.0,8.1423,0.6676,,0.808,-4.6525,,,,,,,,,,,,,,,,,,,-8.2644,,,,,,,,,,,,,,,,,,,,,4.681601832,213.60,He,
SDSS J114114.81+420135.6,11 41 14.85,42 01 35.11,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9881,167.00,,
SDSS J114209.56+110438.6,11 42 09.55,11 04 38.71,DZ,10424.0,8.0795,0.6293,,0.629,<-5.9445,,,,,,,,,,,,,,,,,,,-8.0002,,,,,,,,,,,,,,,,,,,,,3.608544667,277.12,He,
SDSS J114333.46+661532.0,11 43 33.42,66 15 31.50,DZH-PEC,5713.0,8.226,0.729,,4.527,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,7.235139311,138.21,He,
SDSS J114339.16+192855.3,11 43 39.18,19 28 54.80,DZ,7845.0,8.1097,0.6435,,1.34,<-4.3433,,,,,,,,,,,,,,,,,,,-10.8561,,,,,,,,,,,,,,,,,,,,,8.706561004,114.86,He,
SDSS J114402.34+325911.7,11 44 02.29,32 59 10.96,DZ,7324.0,7.9776,0.5616,,1.35,<-4.0763,,,,,,,,,,,,,,,,,,,-10.2819,,,,,,,,,,,,,,,,,,,,,6.838326495,146.23,He,
SDSS J114408.05+372007.8,11 44 08.04,37 20 07.99,DZ,7280.0,7.768,0.446,,1.12,<-4.22,,,,,,-8.25,,-7.0,,,,,,,,,,,-8.5,,,,,,,,,,,-7.6,,,,,,,,,,3.815501772,262.09,He,
SDSS J114441.92+121829.2,11 44 42.05,12 18 28.48,DZ,5345.0,8.011,0.576,,4.82,-4.0,,,,,,,,-7.8,,,,,,,,,,,-9.3,,,,,,,-10.22,,,,-8.3,,,-10.13,,,,,,,19.96314009,50.09,He,
SDSS J114551.29+661923.5,11 45 51.37,66 19 23.17,DZ,7556.0,8.6406,0.9919,,3.44,<-3.7751,,,,,,,,,,,,,,,,,,,-10.044,,,,,,,,,,,,,,,,,,,,,5.223454574,191.44,He,
SDSS J114709.09+542940.8,11 47 08.98,54 29 40.22,DZ,5000.0,8.0,,,0.0,<-3.0057,,,,,,-9.85,,-8.3,,,,,,,,,,,-9.5,,,,,,,,,,,-8.3,,,,,,,,,,,204.3764,He,
SDSS J114804.59+410928.5,11 48 04.71,41 09 27.85,DZ,6698.0,7.8859,0.5075,,1.5,<-3.7215,,,,,,,,,,,,,,,,,,,-10.0319,,,,,,,,,,,,,,,,,,,,,8.748850094,114.30,He,
SDSS J114822.73+585242.4,11 48 22.71,58 52 42.46,DZA,11413.0,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.683207522,594.10,,
SDSS J114830.05+570840.6,11 48 30.03,57 08 40.63,DZ,10207.0,8.2452,0.7348,,0.847,<-5.7859,,,,,,,,,,,,,,,,,,,-8.3936,,,,,,,,,,,,,,,,,,,,,5.848146179,170.99,He,
SDSS J114850.37+412429.0,11 48 50.35,41 24 28.88,DZ,11119.0,8.3058,0.776,,0.75,<-5.9274,,,,,,,,,,,,,,,,,,,-9.183,,,,,,,,,,,,,,,,,,,,,3.818607713,261.88,He,
SDSS J114901.99+494328.2,11 49 01.99,49 43 27.84,DZ,7597.0,8.0,,,0.0,<-4.2203,,,,,,,,,,,,,,,,,,,-10.4108,,,,,,,,,,,,,,,,,,,,,,372.0435,He,
SDSS J114944.95+051947.7,11 49 44.93,05 19 48.29,DZ,7173.0,7.914,0.525,,1.27,<-3.9949,,,,,,,,-7.3,,,,,,,,,,,-8.2,,,,,,,,,,,-7.5,,,,,,,,,,5.104143923,195.92,He,
SDSS J115015.74+492843.7,11 50 15.75,49 28 42.72,DZ,7417.0,8.189,0.694,,1.68,<-3.9618,,,,,,,,-7.5,,,,,,,,,,,-9.1,,,,,,,,,,,-7.9,,,,,,,,,,5.343668244,187.14,He,
SDSS J115029.52+453314.0,11 50 29.53,45 33 14.06,DZ,5720.0,,,,4.0,,,,,,,-8.53,,-7.14,,,,,,,,,,,-8.35,,,,,,,,,,,-7.14,,,,,,,,,,,253.0,He,
SDSS J115125.83+644432.7,11 51 25.85,64 44 32.38,DZ,7543.0,8.594,0.976,,3.515,,,,,,,,,,,,,,,,,,,,-10.397,,,,,,,,,,,,,,,,,,,,,5.12639499,195.07,He,
SDSS J115207.15+510126.2,11 52 07.14,51 01 25.82,DZ,4790.0,8.0,,,0.0,<-3.0025,,,,,,,,-9.1,,,,,,,,,,,-10.4,,,,,,,,,,,-9.2,,,,,,,,,,8.686575229,115.12,He,
SDSS J115224.51+160546.7,11 52 24.55,16 05 46.39,DZ,6550.0,8.0,,,2.4,,,,,,,-8.28,,-7.19,,,,,,,,,,,-8.4,,,,,,,,,,,-7.19,,,,,,,,,,4.819555146,207.49,He,
SDSS J115243.92+283419.8,11 52 43.92,28 34 19.44,DZ,6844.0,8.0158,0.5835,,1.68,<-3.7567,,,,,,,,,,,,,,,,,,,-10.3193,,,,,,,,,,,,,,,,,,,,,5.672436732,176.29,He,
SDSS J115748.35+613845.9,11 57 48.36,61 38 45.74,DZ,6607.0,8.0,,,0.0,<-3.9058,,,,,,,,-7.6,,,,,,,,,,,-9.3,,,,,,,,,,,-8.2,,,,,,,,,,,377.9863,He,
SDSS J115809.38+184557.3,11 58 09.34,18 45 57.00,DZ,6696.0,8.04,0.6,,2.19,<-3.6964,,,,,,,,-6.4,,,,,,,,,,,-8.6,,,,,,,,,,,-7.4,,,,,,,,,,5.625970858,177.75,He,
SDSS J115809.88+594210.3,11 58 09.91,59 42 09.82,DZ,6046.0,8.022,0.587,,2.29,<-3.0,,,,,,,,-7.7,,,,,,,,,,,-8.9,,,,,,,,,,,-8.4,,,,,,,,,,5.615969755,178.06,He,
SDSS J115818.76+045447.5,11 58 18.74,04 54 47.48,DZ,5344.0,7.991,0.566,,5.14,<-3.0034,,,,,,-8.97,,-7.0,,,,,,,,,,,-8.5,,,,-9.46,,,-9.34,,,,-7.5,,,,,,,,,,6.540813891,152.89,He,
SDSS J115822.32+471214.9,11 58 22.26,47 12 14.90,DZ,7840.0,8.0,0.7843,,1.99,<-4.281,,,,,,,,-6.7,,,,,,,,,,,-8.3,,,,,,,,,,,-6.9,,,,,,,,,,2.993788428,334.02,He,
SDSS J115844.35+544837.5,11 58 44.32,54 48 36.99,DZ,6213.0,8.0,,,2.8,,,,,,,,,-7.3,,,,,,,,,,,-9.0,,,,,,,,,,,-7.8,,,,,,,,,,4.385517235,228.02,He,
SDSS J115934.82+205903.1,11 59 34.82,20 59 03.17,DZ,7407.0,8.0,,,0.0,<-4.0982,,,,,,,,,,,,,,,,,,,-10.5577,,,,,,,,,,,,,,,,,,,,,,398.3091,He,
SDSS J115958.93+404541.7,11 59 58.93,40 45 41.03,DZ,7839.0,7.999,0.5753,,1.17,<-4.4574,,,,,,,,,,,,,,,,,,,-9.9211,,,,,,,,,,,,,,,,,,,,,7.244318232,138.04,He,
SDSS J120035.45+313416.7,12 00 35.47,31 34 16.41,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5394,180.52,,
SDSS J120324.42+232350.7,12 03 24.42,23 23 50.71,DZ,6559.0,8.0,,,0.0,<-3.4651,,,,,,,,,,,,,,,,,,,-8.923,,,,,,,,,,,,,,,,,,,,,,312.6172,He,
SDSS J120435.35+103044.8,12 04 35.35,10 30 44.81,DZ,5630.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-10.0779,,,,,,,,,,,,,,,,,,,,,,242.082,He,
SDSS J120436.40+500730.9,12 04 36.41,50 07 30.53,DZ,8496.0,8.8137,1.0941,,2.94,<-4.0982,,,,,,,,,,,,,,,,,,,-8.5496,,,,,,,,,,,,,,,,,,,,,4.222067321,236.85,He,
SDSS J120543.74+431226.6,12 05 43.74,43 12 26.47,DZ,7000.0,7.6075,0.3698,,0.971,<-4.1218,,,,,,,,,,,,,,,,,,,-10.7316,,,,,,,,,,,,,,,,,,,,,2.754147376,363.09,He,
SDSS J120548.97+353642.4,12 05 48.92,35 36 42.56,DZ,6000.0,8.178,0.684,,3.86,<-3.0,,,,,,-8.72,,-7.2,,,,,,,,,,,-8.9,,,,,,,,,,,-7.6,,,,,,,,,,5.75964853,173.62,He,
SDSS J120603.74+265026.6,12 06 03.75,26 50 26.55,DZ,6322.0,8.0,,,0.0,<-3.2185,,,,,,,,,,,,,,,,,,,-10.0201,,,,,,,,,,,,,,,,,,,,,4.102863945,243.73,He,
SDSS J120630.63+145435.6,12 06 30.60,14 54 35.98,DZ,6774.0,8.3764,0.8179,,3.55,<-3.3237,,,,,,,,,,,,,,,,,,,-9.7959,,,,,,,,,,,,,,,,,,,,,6.954296586,143.80,He,
SDSS J120646.49+131020.1,12 06 46.49,13 10 20.09,DZ,6644.0,8.0,,,0.0,<-3.5597,,,,,,,,,,,,,,,,,,,-10.1732,,,,,,,,,,,,,,,,,,,,,,332.5912,He,
SDSS J120840.86+190710.2,12 08 40.86,19 07 10.05,DZ,7375.0,8.1371,0.6602,,1.68,<-3.9916,,,,,,,,,,,,,,,,,,,-10.4712,,,,,,,,,,,,,,,,,,,,,7.910529002,126.41,He,
SDSS J120943.03+302629.1,12 09 43.01,30 26 29.76,DZ,6850.0,8.0059,0.5776,,1.65,<-3.7709,,,,,,,,,,,,,,,,,,,-9.4237,,,,,,,,,,,,,,,,,,,,,5.829620502,171.54,He,
SDSS J121011.79+475132.8,12 10 11.76,47 51 32.66,DZ,7263.0,8.7717,1.0701,,3.78,<-3.4098,,,,,,,,,,,,,,,,,,,-9.8973,,,,,,,,,,,,,,,,,,,,,4.31386476,231.81,He,
SDSS J121027.14+502735.6,12 10 27.15,50 27 35.69,DZBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2067,311.85,,
SDSS J121050.42+433214.1,12 10 50.42,43 32 14.12,DZ,7926.0,8.0,,,0.0,<-4.5584,,,,,,,,,,,,,,,,,,,-10.2759,,,,,,,,,,,,,,,,,,,,,,474.0853,He,
SDSS J121051.66+313659.9,12 10 51.60,31 37 00.10,DZ,9121.0,8.1161,0.6498,,0.941,<-5.5652,,,,,,,,,,,,,,,,,,,-9.1831,,,,,,,,,,,,,,,,,,,,,5.983569152,167.12,He,
SDSS J121106.43+232623.0,12 11 06.35,23 26 23.33,DZ,6609.0,8.663,1.005,,4.27,<-3.0204,,,,,,-8.57,,-6.7,,,,,,,,,,,-8.3,,,,,,,,,,,-6.9,,,,,,,,,,5.806102303,172.23,He,
SDSS J121218.68+540938.7,12 12 18.68,54 09 39.15,DZ,8388.0,8.1439,0.6662,,1.2,<-4.9002,,,,,,,,,,,,,,,,,,,-9.6098,,,,,,,,,,,,,,,,,,,,,8.111674139,123.28,He,
SDSS J121231.65+635157.4,12 12 31.67,63 51 57.29,DZ,7596.0,7.7593,0.4428,,0.934,<-4.5113,,,,,,,,,,,,,,,,,,,-8.6689,,,,,,,,,,,,,,,,,,,,,4.186729648,238.85,He,
SDSS J121437.07+221628.3,12 14 36.99,22 16 28.57,DZ,7575.0,7.9907,0.5699,,1.26,<-4.2114,,,,,,,,,,,,,,,,,,,-10.5819,,,,,,,,,,,,,,,,,,,,,6.593864146,151.66,He,
SDSS J121543.40+395348.8,12 15 43.36,39 53 48.80,DZ,9971.0,8.3114,0.7782,,0.986,<-5.7067,,,,,,,,,,,,,,,,,,,-9.0238,,,,,,,,,,,,,,,,,,,,,4.43779994,225.34,He,
SDSS J121632.42+620838.3,12 16 32.42,62 08 38.18,DZ,7624.0,8.0,,,0.0,<-4.2421,,,,,,,,,,,,,,,,,,,-8.8908,,,,,,,,,,,,,,,,,,,,,,421.7595,He,
SDSS J121701.53+642000.1,12 17 01.55,64 19 59.75,DZ,10688.0,8.1009,0.6431,,0.608,<-5.9595,,,,,,,,,,,,,,,,,,,-9.139,,,,,,,,,,,,,,,,,,,,,3.910481773,255.72,He,
SDSS J121731.31+115715.9,12 17 31.36,11 57 15.81,DZ,6012.0,7.401,0.285,,1.25,<-3.3587,,,,,,,,-7.8,,,,,,,,,,,-9.6,,,,,,,,,,,-8.7,,,,,,,,,,4.015206049,249.05,He,
SDSS J121837.12+002304.0,12 18 37.06,00 23 04.18,DZ,6500.0,8.314,0.776,,3.72,<-3.0893,,,,,,,,-7.8,,,,,,,,,,,-9.2,,,,,,,,,,,-8.5,,,,,,,,,,8.600831724,116.27,He,
SDSS J121843.28+602304.2,12 18 43.27,60 23 03.89,DZ,6700.0,8.0,,,0.0,<-3.6215,,,,,,,,,,,,,,,,,,,-9.6955,,,,,,,,,,,,,,,,,,,,,,337.8706,He,
SDSS J121905.53+084840.1,12 19 05.51,08 48 40.26,DZ,7964.0,8.0,,,0.0,<-4.6053,,,,,,,,,,,,,,,,,,,-8.7102,,,,,,,,,,,,,,,,,,,,,3.835769151,260.70,He,
SDSS J121927.94+301842.2,12 19 27.94,30 18 42.27,DZ,8193.0,8.0,,,0.0,<-4.9023,,,,,,,,,,,,,,,,,,,-8.617,,,,,,,,,,,,,,,,,,,,,,415.5896,He,
SDSS J121939.03+563428.6,12 19 39.12,56 34 28.82,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.738,211.06,,
SDSS J121952.80+572004.1,12 19 52.81,57 20 03.96,DZ,7249.0,8.0,,,0.0,<-4.0288,,,,,,,,,,,,,,,,,,,-10.2586,,,,,,,,,,,,,,,,,,,,,,341.8034,He,
SDSS J122035.76+092948.1,12 20 35.71,09 29 48.29,DZ,6677.0,8.0,,,0.0,<-3.7682,,,,,,-8.46,,-6.8,,,,,,,,,,,-8.4,,,,,,,-8.93,,,,-7.4,,,,,,,,,,3.856520276,259.30,He,
SDSS J122204.47+634354.6,12 22 04.35,63 43 54.27,DZ,10027.0,8.2489,0.737,,0.89,<-5.7606,,,,,,,,,,,,,,,,,,,-9.565,,,,,,,,,,,,,,,,,,,,,4.116432431,242.93,He,
SDSS J122254.07+233229.3,12 22 54.01,23 32 28.87,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0386,142.07,,
SDSS J122303.79+160036.5,12 23 03.79,16 00 36.56,DZ,7695.0,8.0,,,0.0,<-4.3064,,,,,,,,,,,,,,,,,,,-8.5679,,,,,,,,,,,,,,,,,,,,,,479.2609,He,
SDSS J122335.34+193531.9,12 23 35.34,19 35 31.92,DZ,5313.0,8.0,,,0.0,<-3.008,,,,,,,,,,,,,,,,,,,-10.4362,,,,,,,,,,,,,,,,,,,,,,232.4744,He,
SDSS J122437.07+283853.0,12 24 37.12,28 38 52.38,DZ,5006.0,8.002,0.57,,5.84,-3.0,,,,,,,,-9.0,,,,,,,,,,,-9.75,,,,,,,,,,,-9.1,,,,,,,,,,12.35397629,80.95,He,
SDSS J122656.39+293643.9,12 26 56.24,29 36 43.76,DZ,4565.0,7.975,0.553,,6.54,-4.0,,,,,,,,-8.63,,,,,,,,,,,-10.51,,,,,,,,,,,-8.93,,,,,,,,,,10.6808809,93.63,He,
SDSS J122713.08+443431.8,12 27 13.07,44 34 31.93,DZ,6231.0,8.0,,,0.0,<-3.1386,,,,,,,,,,,,,,,,,,,-9.921,,,,,,,,,,,,,,,,,,,,,,277.4152,He,
SDSS J122906.01+302108.8,12 29 05.96,30 21 08.22,DZ,6000.0,8.3102,0.7719,,4.73,<-3.0,,,,,,,,,,,,,,,,,,,-10.3649,,,,,,,,,,,,,,,,,,,,,6.640161014,150.60,He,
SDSS J122929.04+425414.4,12 29 29.02,42 54 14.36,DZ,11868.0,7.9857,0.5758,,0.386,<-6.0934,,,,,,,,,,,,,,,,,,,-8.2986,,,,,,,,,,,,,,,,,,,,,1.886087953,530.20,He,
SDSS J122943.92+074311.8,12 29 43.94,07 43 11.75,DZ,6014.0,7.133,0.204,,1.12,<-3.4651,,,,,,-8.48,,-7.3,,,,,,,,,,,-8.9,,,,-9.87,,,-8.85,,,,-7.3,,,,,,,,,,4.408773594,226.82,He,
SDSS J122948.48+160640.4,12 29 48.48,16 06 40.47,DZ,8025.0,8.0,,,0.0,<-4.6831,,,,,,,,,,,,,,,,,,,-8.7933,,,,,,,,,,,,,,,,,,,,,,498.8761,He,
SDSS J122953.17+512925.2,12 29 53.14,51 29 25.06,DZ,9660.0,8.0642,0.6185,,0.749,<-5.8498,,,,,,,,,,,,,,,,,,,-9.571,,,,,,,,,,,,,,,,,,,,,4.631571623,215.91,He,
SDSS J123013.19+081317.8,12 30 13.19,08 13 17.81,DZ,7133.0,8.0,,,0.0,<-3.9774,,,,,,,,,,,,,,,,,,,-10.7094,,,,,,,,,,,,,,,,,,,,,,449.5474,He,
SDSS J123024.04+314339.7,12 30 24.02,31 43 39.32,DZ,6310.0,7.676,0.398,,1.39,<-3.4116,,,,,,,,-8.1,,,,,,,,,,,-9.6,,,,,,,,,,,-8.3,,,,,,,,,,5.196772349,192.43,He,
SDSS J123216.13+323240.4,12 32 16.13,32 32 40.39,DZ,7682.0,8.0,,,0.0,<-4.2937,,,,,,,,,,,,,,,,,,,-10.2428,,,,,,,,,,,,,,,,,,,,,,468.1178,He,
