wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J123229.31+372954.0,12 32 29.31,37 29 54.06,DZ,7000.0,8.0,,,0.0,<-3.9005,,,,,,,,,,,,,,,,,,,-9.3319,,,,,,,,,,,,,,,,,,,,,,478.0385,He,
SDSS J123412.27+305123.1,12 34 12.24,30 51 23.01,DZ,7552.0,7.3911,0.2882,,0.691,<-4.9456,,,,,,,,,,,,,,,,,,,-10.5827,,,,,,,,,,,,,,,,,,,,,4.285425087,233.35,He,
SDSS J123415.21+520808.1,12 34 15.32,52 08 07.23,DZ,7627.0,8.098,0.637,,1.39,<-4.1278,,,,,,-7.9,,-5.7,,,,,,,,,,,-7.5,,,,-8.87,,,-7.95,,,,-6.3,,,,,,,,,,8.752687653,114.25,He,
SDSS J123645.05+214419.8,12 36 45.05,21 44 19.81,DZ,6660.0,8.0,,,0.0,<-3.5776,,,,,,,,,,,,,,,,,,,-9.7854,,,,,,,,,,,,,,,,,,,,,,405.4682,He,
SDSS J123826.93+214937.7,12 38 26.88,21 49 37.30,DZ,5437.0,8.097,0.632,,5.21,<-3.0,,,,,,-8.89,,-7.3,,,,,,,,,,,-8.9,,,,,,,,,,,-7.9,,,,,,,,,,6.801090568,147.04,He,
SDSS J123838.90+132815.3,12 38 38.92,13 28 13.95,DZ,6785.0,8.228,0.7185,,2.76,<-3.4869,,,,,,,,,,,,,,,,,,,-9.6857,,,,,,,,,,,,,,,,,,,,,6.399288935,156.27,He,
SDSS J123839.54+003543.2,12 38 39.54,00 35 43.24,DZ,7806.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-8.822000000000001,,,,,,,,,,,,,,,,,,,,,,,He,
SDSS J123927.94+075611.1,12 39 27.83,07 56 10.92,DZ,6962.0,8.2851,0.7568,,2.85,<-3.6239,,,,,,,,,,,,,,,,,,,-9.3787,,,,,,,,,,,,,,,,,,,,,4.590622888,217.84,He,
SDSS J123941.79+352210.2,12 39 41.79,35 22 10.21,DZ,7717.0,8.0,,,0.0,<-4.3272,,,,,,,,,,,,,,,,,,,-10.0466,,,,,,,,,,,,,,,,,,,,,,470.5806,He,
SDSS J124006.35-003700.8,12 40 06.29,-00 37 00.84,DZ,8514.0,8.1346,0.6605,,1.14,<-5.0508,,,,,,,,,,,,,,,,,,,-8.9064,,,,,,,,,,,,,,,,,,,,,8.54210771,117.07,He,
SDSS J124006.86+160357.9,12 40 06.86,16 03 57.91,DZ,6499.0,8.1934,0.6952,,2.97,<-3.2128,,,,,,,,,,,,,,,,,,,-10.5632,,,,,,,,,,,,,,,,,,,,,7.104470687,140.76,He,
SDSS J124020.22+191157.9,12 40 20.19,19 11 57.88,DZ,7137.0,8.0,,,0.0,<-3.9793,,,,,,,,,,,,,,,,,,,-10.0298,,,,,,,,,,,,,,,,,,,,,,340.6107,He,
SDSS J124152.29+285707.0,12 41 52.30,28 57 07.13,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1448,241.27,,
SDSS J124159.86+301024.4,12 41 59.83,30 10 24.22,DZ,7525.0,8.084,0.6268,,1.45,<-4.1005,,,,,,,,,,,,,,,,,,,-9.6562,,,,,,,,,,,,,,,,,,,,,4.056251593,246.53,He,
SDSS J124201.80+082945.7,12 42 01.78,08 29 45.77,DZ,8123.0,8.169,0.6819,,1.35,<-4.5651,,,,,,,,,,,,,,,,,,,-8.6199,,,,,,,,,,,,,,,,,,,,,4.94973989,202.03,He,
SDSS J124420.37+573239.6,12 44 20.36,57 32 39.28,DZ,6973.0,8.0,,,0.0,<-3.8811,,,,,,,,,,,,,,,,,,,-10.3606,,,,,,,,,,,,,,,,,,,,,,310.5629,He,
SDSS J124437.69-011838.4,12 44 37.74,-01 18 38.72,DZ,8466.0,8.1441,0.6665,,1.17,<-4.9847,,,,,,,,,,,,,,,,,,,-8.6491,,,,,,,,,,,,,,,,,,,,,6.206148162,161.13,He,
SDSS J124456.83+372415.5,12 44 56.74,37 24 15.92,DZ,6637.0,8.1428,0.6626,,2.43,<-3.406,,,,,,,,,,,,,,,,,,,-9.3681,,,,,,,,,,,,,,,,,,,,,6.943158878,144.03,He,
SDSS J124522.69+670036.2,12 45 22.65,67 00 36.04,DZ,7842.0,7.402,0.2931,,0.635,<-5.2505,,,,,,,,,,,,,,,,,,,-10.4861,,,,,,,,,,,,,,,,,,,,,3.133665311,319.12,He,
SDSS J124547.11+082231.4,12 45 47.11,08 22 31.23,DZ,6074.0,8.0,0.251,,1.2,<-3.3056,,,,,,-8.68,,-7.0,,,,,,,,,,,-8.3,,,,,,,,,,,-7.6,,,,,,,,,,3.211469341,311.38,He,
SDSS J124644.88-023619.1,12 46 44.86,-02 36 19.06,DZ,5540.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-10.2697,,,,,,,,,,,,,,,,,,,,,,459.1715,He,
SDSS J124715.59-073426.3,12 47 15.61,-07 34 26.49,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3982,416.98,,
SDSS J124937.50+651407.6,12 49 37.43,65 14 07.61,DZ,7540.0,8.0,,,1.6,,,,,,,,,-6.89,,,,,,,,,,,-8.5,,,,,,,,,,,-7.49,,,,,,,,,,3.698261235,270.40,He,
SDSS J125014.58+524931.8,12 50 14.57,52 49 31.60,DZ,6889.0,8.625,0.9816,,4.08,<-3.2305,,,,,,,,,,,,,,,,,,,-9.1692,,,,,,,,,,,,,,,,,,,,,6.395701251,156.36,He,
SDSS J125200.11+640104.9,12 52 00.12,64 01 04.71,DZ,6394.0,8.0,,,0.0,<-3.2892,,,,,,,,,,,,,,,,,,,-10.2635,,,,,,,,,,,,,,,,,,,,,,327.9178,He,
SDSS J125228.96+332756.4,12 52 28.96,33 27 56.43,DZ,7283.0,8.0,,,0.0,<-4.0426,,,,,,,,,,,,,,,,,,,-10.8302,,,,,,,,,,,,,,,,,,,,,,337.1336,He,
SDSS J125238.85+333008.3,12 52 39.38,33 30 24.04,DZ,6922.0,8.0,,,0.0,<-3.8399,,,,,,,,,,,,,,,,,,,-9.7699,,,,,,,,,,,,,,,,,,,,,6.8345,146.32,He,
SDSS J125350.98+384225.7,12 53 53.64,38 43 36.43,DZ,7367.0,8.0,,,0.0,<-4.079,,,,,,,,,,,,,,,,,,,-10.1948,,,,,,,,,,,,,,,,,,,,,5.1731,193.31,He,
SDSS J125454.93+355145.7,12 54 54.98,35 51 45.51,DZ,6417.0,8.036,0.597,,2.71,<-3.4035,,,,,,,,-7.6,,,,,,,,,,,-9.7,,,,,,,,,,,-8.1,,,,,,,,,,3.903316483,256.19,He,
SDSS J125515.83+400133.2,12 55 15.83,40 01 33.27,DZ,6297.0,8.0,,,0.0,<-3.1951,,,,,,,,,,,,,,,,,,,-10.1853,,,,,,,,,,,,,,,,,,,,,,372.0662,He,
SDSS J125710.13+323848.5,12 57 10.55,32 40 01.82,DZ,5376.0,8.0,,,0.0,<-3.0,,,,,,-9.7,,-7.2,,,,,,,,,,,-8.8,,,,,,,,,,,-7.6,,,,,,,,,,0.682,1466.28,He,
SDSS J125720.87-031025.1,12 57 20.84,-03 10 25.86,DZ,6269.0,8.0,,,0.0,<-3.3688,,,,,,,,-7.1,,,,,,,,,,,-8.6,,,,,,,,,,,-7.4,,,,,,,,,,3.988072277,250.75,He,
SDSS J125922.03+311215.2,12 59 22.05,31 12 14.45,DZ,5664.0,8.027,0.589,,4.18,<-3.0,,,,,,,,-8.6,,,,,,,,,,,-9.8,,,,,,,,,,,-8.6,,,,,,,,,,8.723654652,114.63,He,
SDSS J125945.32+472953.6,12 59 45.37,47 29 52.84,DZ,5682.0,7.795,0.454,,2.59,<-3.0,,,,,,,,-8.6,,,,,,,,,,,-9.8,,,,,,,,,,,-8.7,,,,,,,,,,5.653482601,176.88,He,
SDSS J130247.76+221551.0,13 02 47.73,22 15 50.89,DZ,7092.0,7.4521,0.3077,,0.833,<-4.3266,,,,,,,,,,,,,,,,,,,-10.3813,,,,,,,,,,,,,,,,,,,,,1.917763513,521.44,He,
SDSS J130328.07+405545.5,13 03 28.04,40 55 45.81,DZ,6481.0,8.071,0.618,,2.21,<-3.3558,,,,,,,,-7.2,,,,,,,,,,,-8.7,,,,,,,,,,,-7.9,,,,,,,,,,6.760372642,147.92,He,
SDSS J130355.87+441815.8,13 03 55.86,44 18 15.90,DZ,6849.0,8.0,,,0.0,<-3.7745,,,,,,,,,,,,,,,,,,,-10.8267,,,,,,,,,,,,,,,,,,,,,,294.2091,He,
SDSS J130826.36+095724.0,13 08 26.34,09 57 23.94,DZ,7692.0,8.0,,,0.0,<-4.5836,,,,,,,,-7.0,,,,,,,,,,,-8.1,,,,,,,,,,,-6.9,,,,,,,,,,,417.1796,He,
SDSS J130829.92+412511.5,13 08 29.92,41 25 11.48,DZ,5500.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-10.343,,,,,,,,,,,,,,,,,,,,,-0.130067327,,He,
SDSS J130830.03+025844.5,13 08 30.04,02 58 43.99,DZ,6003.0,8.0,,,0.0,<-3.0329,,,,,,,,-7.9,,,,,,,,,,,-9.3,,,,,,,,,,,-7.8,,,,,,,,,,5.297456405,188.77,He,
SDSS J130902.65+381210.3,13 09 02.65,38 12 10.37,DZ,8234.0,8.0,,,0.0,<-4.9548,,,,,,,,,,,,,,,,,,,-8.3596,,,,,,,,,,,,,,,,,,,,,,545.0211,He,
SDSS J131021.96+064556.5,13 10 21.96,06 45 56.58,DZ,7935.0,8.0,,,0.0,<-4.5693,,,,,,,,,,,,,,,,,,,-8.4467,,,,,,,,,,,,,,,,,,,,,,469.5399,He,
SDSS J131028.90+314901.5,13 10 28.90,31 49 01.58,DZ,6925.0,8.0,,,0.0,<-3.8431,,,,,,,,,,,,,,,,,,,-10.0386,,,,,,,,,,,,,,,,,,,,,,375.1713,He,
SDSS J131049.65+132354.3,13 10 49.65,13 23 54.31,DZ,7701.0,8.0,,,0.0,<-4.3119,,,,,,,,,,,,,,,,,,,-9.9801,,,,,,,,,,,,,,,,,,,,,,394.4586,He,
SDSS J131116.29+101903.1,13 11 16.34,10 19 02.41,DZ,7359.0,7.7186,0.422,,0.965,<-4.3322,,,,,,,,,,,,,,,,,,,-8.9911,,,,,,,,,,,,,,,,,,,,,3.977415234,251.42,He,
SDSS J131308.79+581321.9,13 13 08.73,58 13 20.95,DZ,6808.0,7.9098,0.5212,,1.48,<-3.8055,,,,,,,,,,,,,,,,,,,-9.7481,,,,,,,,,,,,,,,,,,,,,5.429324986,184.18,He,
SDSS J131420.49+374806.5,13 14 20.43,37 48 06.63,DZ,6201.0,8.379,0.819,,4.83,<-3.0,,,,,,-8.71,,-6.9,,,,,,,,,,,-8.2,,,,,,,,,,,-7.1,,,,,,,,,,6.344728271,157.61,He,
SDSS J131459.83-032530.4,13 14 59.78,-03 25 30.44,DZ,7029.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-10.25,,,,,,,,,,,,,,,,,,,,,5.449667098,183.50,He,
SDSS J131606.82+191602.9,13 16 06.82,19 16 02.58,DZA,12686.0,8.1146,0.6548,,0.393,-4.2151,,,,,,,,,,,,,,,,,,,-8.8437,,,,,,,,,,,,,,,,,,,,,4.21918505,237.01,He,
SDSS J131612.87+191806.5,13 16 12.91,19 18 06.16,DZ,5160.0,7.639,0.375,,3.32,<-3.0083,,,,,,,,-9.1,,,,,,,,,,,-10.3,,,,,,,,,,,-9.2,,,,,,,,,,5.62328369,177.83,He,
SDSS J131655.06+511747.3,13 16 55.02,51 17 47.08,DZ,6465.0,8.0,,,0.0,<-3.3629,,,,,,,,,,,,,,,,,,,-9.2004,,,,,,,,,,,,,,,,,,,,,,282.6597,He,
SDSS J131741.60+461324.8,13 17 41.65,46 13 24.39,DZ:,8817.0,7.312,0.287,,0.429,,,,,,,,,,,,,,,,,,,,-9.198,,,,,,,,,,,,,,,,,,,,,0.441564354,2264.68,He,
SDSS J131826.64+202234.9,13 18 26.68,20 22 34.74,DZ,6167.0,8.237,0.7231,,3.95,<-3.0123,,,,,,,,,,,,,,,,,,,-9.4921,,,,,,,,,,,,,,,,,,,,,5.572054056,179.47,He,
SDSS J131900.19+364149.8,13 19 00.20,36 41 49.81,DZ,7464.0,8.294,0.763,,2.15,<-3.9123,,,,,,,,-7.2,,,,,,,,,,,-8.6,,,,,,,,,,,-7.4,,,,,,,,,,4.69492942,213.00,He,
SDSS J131953.50+084422.8,13 19 53.48,08 44 21.73,DZ,9040.0,8.1586,0.6767,,1.03,<-5.4817,,,,,,,,,,,,,,,,,,,-11.127,,,,,,,,,,,,,,,,,,,,,9.334016011,107.14,He,
SDSS J132005.53+020419.0,13 20 05.54,02 04 19.12,DZ,7356.0,8.0,0.7113,,2.32,<-3.78,,,,,,-7.96,,-7.0,,,,,,,,,,,-8.3,,,,,,,,,,,-7.1,,,,,,,,,,3.546509575,281.9674,He,
SDSS J132020.95+433201.1,13 20 21.01,43 32 00.63,DZ,6649.0,7.8308,0.4773,,1.44,<-3.7211,,,,,,,,,,,,,,,,,,,-10.32,,,,,,,,,,,,,,,,,,,,,4.380039416,228.31,He,
SDSS J132108.28+201957.6,13 21 08.26,20 19 57.09,DZ,7484.0,8.9502,1.1636,,3.4,<-3.3926,,,,,,,,,,,,,,,,,,,-8.6074,,,,,,,,,,,,,,,,,,,,,4.862743523,205.65,He,
SDSS J132144.04-023751.4,13 21 43.95,-02 37 51.87,DZ,5592.0,8.0,0.525,,2.93,<-3.0,,,,,,-8.36,,-6.9,,,,,,,,,,,-8.7,,,,,,,-9.33,,,,-7.3,,,,,,,,,,6.068927157,164.77,He,
SDSS J132147.12+161446.4,13 21 47.09,16 14 46.11,DZ,6659.0,8.1818,0.6879,,2.65,<-3.3904,,,,,,,,,,,,,,,,,,,-9.9844,,,,,,,,,,,,,,,,,,,,,9.705801333,103.03,He,
SDSS J132202.10+363903.7,13 22 02.07,36 39 03.83,DZ,9832.0,8.035,0.621,,0.6614,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,3.880448371,257.70,He,
SDSS J132236.35+670704.9,13 22 36.37,67 07 04.99,DZA,9971.0,8.5235,0.9188,,1.56,-4.3521,,,,,,,,,,,,,,,,,,,-7.8229,,,,,,,,,,,,,,,,,,,,,3.328166093,300.47,He,
SDSS J132251.72+122459.0,13 22 51.73,12 24 59.01,DZ,6824.0,8.0,,,0.0,<-3.7505,,,,,,,,,,,,,,,,,,,-9.4214,,,,,,,,,,,,,,,,,,,,,,367.7483,He,
SDSS J132351.98+211225.7,13 23 51.98,21 12 25.75,DZ,6871.0,8.0,,,0.0,<-3.7954,,,,,,,,,,,,,,,,,,,-10.0316,,,,,,,,,,,,,,,,,,,,,,417.3328,He,
SDSS J132527.97-025922.7,13 25 28.00,-02 59 23.70,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0818,164.43,,
SDSS J132615.67+185416.6,13 26 15.64,18 54 16.90,DZ,9259.0,7.2935,0.2664,,0.393,<-6.0683,,,,,,,,,,,,,,,,,,,-8.863,,,,,,,,,,,,,,,,,,,,,2.629931209,380.24,He,
SDSS J132649.53+423513.1,13 26 49.53,42 35 13.14,DZ,6948.0,8.0,,,0.0,<-3.8616,,,,,,,,,,,,,,,,,,,-10.0941,,,,,,,,,,,,,,,,,,,,,,360.9318,He,
SDSS J132720.10+551927.7,13 27 20.09,55 19 27.47,DZ,6941.0,8.0,,,0.0,<-3.8556,,,,,,,,,,,,,,,,,,,-9.3309,,,,,,,,,,,,,,,,,,,,,,387.3376,He,
SDSS J132751.98+450805.4,13 27 51.88,45 08 05.23,DZ,7073.0,8.3715,0.815,,3.17,<-3.6438,,,,,,,,,,,,,,,,,,,-10.4778,,,,,,,,,,,,,,,,,,,,,5.113344673,195.57,He,
SDSS J132933.78+645917.7,13 29 33.77,64 59 17.58,DZ,6904.0,8.0,,,0.0,<-3.8247,,,,,,,,,,,,,,,,,,,-9.4407,,,,,,,,,,,,,,,,,,,,,,399.0337,He,
SDSS J132941.79+130131.9,13 29 41.73,13 01 31.46,DZ,6706.0,7.636,0.381,,1.13,<-3.9493,,,,,,-9.23,,-7.4,,,,,,,,,,,-8.9,,,,,,,,,,,-8.0,,,,,,,,,,4.313414048,231.83,He,
SDSS J133037.46+074727.7,13 30 37.42,07 47 28.24,DZ,5931.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-9.735,,,,,,,,,,,,,,,,,,,,,5.572963607,179.44,He,
SDSS J133205.52+152248.3,13 32 05.39,15 22 47.11,DZ,7313.0,8.0299,0.593,,1.45,<-4.0348,,,,,,,,,,,,,,,,,,,-10.5849,,,,,,,,,,,,,,,,,,,,,8.3467209,119.81,He,
SDSS J133242.19+544644.3,13 32 42.17,54 46 43.98,DZ,9279.0,8.0,,,0.0,<-5.7343,,,,,,,,,,,,,,,,,,,-9.538,,,,,,,,,,,,,,,,,,,,,,632.0877,He,
SDSS J133354.87+463654.0,13 33 54.83,46 36 53.82,DZ:,6912.0,8.165,0.694,,2.075,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,5.180225165,193.04,He,
SDSS J133555.81+225422.2,13 35 55.81,22 54 22.24,DZ,6388.0,8.0,,,0.0,<-3.2823,,,,,,,,,,,,,,,,,,,-9.9703,,,,,,,,,,,,,,,,,,,,,,346.2733,He,
SDSS J133620.04+301200.7,13 36 20.04,30 12 00.65,DZ,9400.0,8.0,,,0.0,<-5.806,,,,,,,,,,,,,,,,,,,-8.1699,,,,,,,,,,,,,,,,,,,,,,560.1344,He,
SDSS J133624.26+354751.2,13 36 24.22,35 47 49.82,DZH,6395.0,8.157,0.671,,2.86,-4.0,,,,,,-9.0,,-7.1,,,,,,,,,,,-8.66,,,,,,,-9.4,,,,-7.9,,,,,,,,,,16.78814773,59.57,He,
SDSS J133826.43+325540.8,13 38 26.45,32 55 40.03,DZ,7104.0,8.1889,0.6934,,2.14,<-3.826,,,,,,,,,,,,,,,,,,,-10.2309,,,,,,,,,,,,,,,,,,,,,3.353387141,298.21,He,
SDSS J133905.98+264322.9,13 39 06.01,26 43 22.44,DZ,6452.0,8.077,0.622,,2.19,<-3.2871,,,,,,,,-7.6,,,,,,,,,,,-9.0,,,,,,,,,,,-8.4,,,,,,,,,,9.719739346,102.88,He,
SDSS J133916.78+231023.0,13 39 16.77,23 10 22.82,DZ,7358.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-9.891,,,,,,,,,,,,,,,,,,,,,2.764173748,361.77,He,
SDSS J133938.04+640128.1,13 39 38.02,64 01 27.92,DZ,8070.0,8.0,,,0.0,<-4.7412,,,,,,,,,,,,,,,,,,,-9.8364,,,,,,,,,,,,,,,,,,,,,,387.7379,He,
SDSS J134019.55+083520.1,13 40 19.54,08 35 19.99,DZ,7546.0,8.2284,0.72,,1.89,<-4.0268,,,,,,,,,,,,,,,,,,,-10.6044,,,,,,,,,,,,,,,,,,,,,8.710342513,114.81,He,
SDSS J134050.31+270219.0,13 40 50.32,27 02 18.98,DZ,8413.0,8.0,1.0726,,2.96,<-4.0668,,,,,,-7.41,,-5.1,,,,,,,,,,,-7.0,,,,,,,,,,,-5.6,,,,,,,,,,3.452885327,289.61,He,
SDSS J134107.38+221644.4,13 41 07.41,22 16 44.01,DZ,8102.0,7.9776,0.5632,,1.05,<-4.8142,,,,,,,,,,,,,,,,,,,-8.6563,,,,,,,,,,,,,,,,,,,,,5.002338549,199.91,He,
SDSS J134116.56+302448.8,13 41 16.56,30 24 48.99,DZ,6436.0,7.9625,0.5507,,1.82,<-3.3672,,,,,,,,,,,,,,,,,,,-10.7566,,,,,,,,,,,,,,,,,,,,,6.074955866,164.61,He,
SDSS J134151.92+553821.8,13 41 51.67,55 38 22.60,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0361,124.44,,
SDSS J134156.63+133845.3,13 41 56.62,13 38 45.30,DZ,10507.0,7.9054,0.5274,,0.482,<-6.038,,,,,,,,,,,,,,,,,,,-8.3959,,,,,,,,,,,,,,,,,,,,,4.073589252,245.48,He,
SDSS J134203.60+181332.8,13 42 03.62,18 13 32.10,DZ,5524.0,8.0,,,0.0,<-3.0,,,,,,,,-7.8,,,,,,,,,,,-9.0,,,,,,,,,,,-7.9,,,,,,,,,,4.567616552,218.93,He,
SDSS J134226.93+052248.6,13 42 26.88,05 22 48.41,DZ,8189.0,8.0238,0.5909,,1.08,<-4.8617,,,,,,,,,,,,,,,,,,,-8.7703,,,,,,,,,,,,,,,,,,,,,6.303832466,158.63,He,
SDSS J134311.91+352221.5,13 43 11.96,35 22 20.98,DZ:,7585.0,8.367,0.828,,2.553,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,8.563378818,116.78,He,
SDSS J134317.31+464104.7,13 43 17.24,46 41 04.81,DZ,6531.0,8.0457,0.6011,,2.0,<-3.3886,,,,,,,,,,,,,,,,,,,-10.9203,,,,,,,,,,,,,,,,,,,,,6.1749,161.95,He,
SDSS J134353.14+294114.1,13 43 53.13,29 41 14.09,DZ,11271.0,8.1675,0.686,,0.586,<-5.9865,,,,,,,,,,,,,,,,,,,-7.8789,,,,,,,,,,,,,,,,,,,,,3.782090873,264.40,He,
SDSS J134508.12+585421.3,13 45 08.11,58 54 20.77,DZ,7258.0,8.2156,0.7111,,2.1,<-3.8913,,,,,,,,,,,,,,,,,,,-9.6269,,,,,,,,,,,,,,,,,,,,,4.05746386,246.46,He,
SDSS J134520.99+115357.6,13 45 20.89,11 53 58.63,DZ,6000.0,8.186,0.689,,4.08,<-3.0,,,,,,,,-7.0,,,,,,,,,,,-8.1,,,,-9.07,,,-8.7,,,,-6.9,,,,,,,,,,7.940615633,125.93,He,
SDSS J134711.47+141528.0,13 47 11.46,14 15 27.94,DZ,6520.0,8.194,0.696,,2.92,<-3.2129,,,,,,,,-7.1,,,,,,,,,,,-8.6,,,,,,,-8.75,,,,-7.3,,,,,,,,,,6.929404661,144.31,He,
SDSS J134721.36+072017.6,13 47 21.32,07 20 17.41,DZ,6787.0,8.0,,,0.0,<-3.7138,,,,,,,,,,,,,,,,,,,-9.7629,,,,,,,,,,,,,,,,,,,,,5.155571425,193.96,He,
SDSS J134751.54+173343.0,13 47 51.49,17 33 42.81,DZ,6953.0,8.2207,0.714,,2.49,<-3.6771,,,,,,,,,,,,,,,,,,,-9.5317,,,,,,,,,,,,,,,,,,,,,5.643954943,177.18,He,
SDSS J134955.76+020931.2,13 49 55.73,02 09 30.91,DZ,5935.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-9.5058,,,,,,,,,,,,,,,,,,,,,5.580150311,179.21,He,
SDSS J135024.97+214814.8,13 50 24.97,21 48 14.88,DZ,6997.0,8.0,,,0.0,<-3.8981,,,,,,,,,,,,,,,,,,,-9.6972,,,,,,,,,,,,,,,,,,,,,,427.4898,He,
SDSS J135054.02+105808.0,13 50 54.00,10 58 07.40,DZ,5176.0,8.505,0.902,,6.34,<-3.0,,,,,,,,-8.3,,,,,,,,,,,-9.5,,,,,,,,,,,-8.3,,,,,,,,,,8.130903594,122.99,He,
SDSS J135123.86+264546.5,13 51 23.82,26 45 46.28,DZ,5640.0,7.73,0.421,,2.19,<-3.0,,,,,,-9.72,,-7.9,,,,,,,,,,,-8.5,,,,-8.61,,,-9.19,,,,-7.8,,,,,,,,,,6.689215038,149.49,He,
SDSS J135137.07+613607.1,13 51 37.11,61 36 05.44,DZ,6858.0,8.1367,0.6591,,2.15,<-3.6615,,,,,,,,,,,,,,,,,,,-10.4535,,,,,,,,,,,,,,,,,,,,,7.139988082,140.06,He,
SDSS J135320.79+134720.7,13 53 20.77,13 47 20.19,DZ,8319.0,8.6024,0.9684,,2.78,<-4.1325,,,,,,,,,,,,,,,,,,,-8.4931,,,,,,,,,,,,,,,,,,,,,4.399902117,227.28,He,
SDSS J135343.13+323925.0,13 53 43.15,32 39 24.41,DZ,8360.0,8.0302,0.5952,,1.03,<-5.0612,,,,,,,,,,,,,,,,,,,-10.8165,,,,,,,,,,,,,,,,,,,,,8.997084805,111.15,He,
SDSS J135543.54+081029.5,13 55 43.50,08 10 30.58,DZ,7160.0,8.2526,0.7355,,2.41,<-3.8111,,,,,,,,,,,,,,,,,,,-9.0382,,,,,,,,,,,,,,,,,,,,,5.433808846,184.03,He,
SDSS J135609.74+434220.8,13 56 09.74,43 42 20.81,DZ,6942.0,8.0,,,0.0,<-3.857,,,,,,,,,,,,,,,,,,,-9.6524,,,,,,,,,,,,,,,,,,,,,,394.4676,He,
SDSS J135637.78+404703.4,13 56 37.73,40 47 03.64,DZ,6792.0,8.1064,0.6396,,2.06,<-3.6192,,,,,,,,,,,,,,,,,,,-10.0837,,,,,,,,,,,,,,,,,,,,,9.331387981,107.17,He,
SDSS J135654.01+023641.5,13 56 54.04,02 36 41.28,DZ,7662.0,8.028,0.595,,1.43,<-4.2182,,,,,,-8.0,,-6.3,,,,,,,,,,,-8.0,,,,,,,,,,,-6.7,,,,,,,,,,5.289223648,189.06,He,
SDSS J135702.22+572709.1,13 57 02.22,57 27 08.89,DZ,6976.0,8.0,,,0.0,<-3.8833,,,,,,,,,,,,,,,,,,,-9.7831,,,,,,,,,,,,,,,,,,,,,,345.0869,He,
SDSS J135713.37+125230.9,13 57 13.36,12 52 30.92,DZ,6476.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-9.877,,,,,,,,,,,,,,,,,,,,,-0.319204216,1349.24,He,
SDSS J135945.96+461427.9,13 59 45.97,46 14 27.98,DZ:,6418.0,7.357,0.289,,0.9517,,,,,,,,,,,,,,,,,,,,-10.288,,,,,,,,,,,,,,,,,,,,,2.011503599,497.14,He,
SDSS J135953.17+381057.6,13 59 53.18,38 10 57.38,DZ,6552.0,8.0,,,0.0,<-3.4575,,,,,,,,,,,,,,,,,,,-10.4736,,,,,,,,,,,,,,,,,,,,,0.072276708,13835.72,He,
SDSS J140048.98+450758.7,14 00 49.02,45 07 58.25,DZ,7238.0,8.1601,0.6748,,1.88,<-3.9185,,,,,,,,,,,,,,,,,,,-9.9749,,,,,,,,,,,,,,,,,,,,,4.71693959,212.00,He,
SDSS J140101.13+300943.3,14 01 01.09,30 09 43.26,DZ,8283.0,8.6374,0.9903,,2.88,<-4.0865,,,,,,,,,,,,,,,,,,,-9.0432,,,,,,,,,,,,,,,,,,,,,3.66659958,272.73,He,
SDSS J140115.38+284048.8,14 01 15.39,28 40 48.89,DZ,9200.0,7.9686,0.5603,,0.742,<-5.6996,,,,,,,,,,,,,,,,,,,-10.0353,,,,,,,,,,,,,,,,,,,,,5.969424472,167.52,He,
SDSS J140137.31+365909.9,14 01 37.30,36 59 09.29,DZ,6033.0,8.024,0.586,,2.64,-3.0,,,,,,,,-8.1,,,,,,,,,,,-9.87,,,,,,,,,,,-9.2,,,,,,,,,,12.18206246,82.09,He,
SDSS J140207.62+251827.4,14 02 07.55,25 18 27.81,DZ,6777.0,8.2618,0.741,,2.97,<-3.4427,,,,,,,,,,,,,,,,,,,-9.6697,,,,,,,,,,,,,,,,,,,,,7.49662259,133.39,He,
